date,avalanche,dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2020-10-01,0,1601510400,2020-10-01 00:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,265.96,,265.25,265.96,264.09,270.44,1013.0,,,94.0,1.07,271.0,,,,,,89.0,804.0,Clouds,overcast clouds,04n
2020-10-01,0,1601514000,2020-10-01 01:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,267.07,,266.48,267.07,264.65,269.96,1012.0,,,95.0,1.21,264.0,,,,,,99.0,804.0,Clouds,overcast clouds,04n
2020-10-01,0,1601517600,2020-10-01 02:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,266.4,,265.93,266.4,263.49,269.96,1012.0,,,96.0,1.29,258.0,,,,,,100.0,804.0,Clouds,overcast clouds,04n
2020-10-01,0,1601521200,2020-10-01 03:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,266.85,,266.5,264.49,264.65,269.41,1011.0,,,97.0,1.36,261.0,,,,,,100.0,804.0,Clouds,overcast clouds,04n
2020-10-01,0,1601524800,2020-10-01 04:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,265.8,,265.57,263.03,262.93,268.85,1010.0,,,98.0,1.49,264.0,,,,,,100.0,804.0,Clouds,overcast clouds,04n
2020-10-01,0,1601528400,2020-10-01 05:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,266.64,,266.17,266.64,264.09,268.3,1010.0,,,96.0,1.03,259.0,,,,,,99.0,804.0,Clouds,overcast clouds,04n
2020-10-01,0,1601532000,2020-10-01 06:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,265.31,,264.84,265.31,263.13,268.3,1009.0,,,96.0,1.17,261.0,,,,,,99.0,804.0,Clouds,overcast clouds,04d
2020-10-01,0,1601535600,2020-10-01 07:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,267.79,,267.07,265.58,264.65,269.96,1010.0,,,94.0,1.35,261.0,,,,,,96.0,804.0,Clouds,overcast clouds,04d
2020-10-01,0,1601539200,2020-10-01 08:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,270.57,,268.08,270.57,266.87,271.08,1009.0,,,81.0,1.23,256.0,,,,,,85.0,804.0,Clouds,overcast clouds,04d
2020-10-01,0,1601542800,2020-10-01 09:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,272.58,,267.47,270.59,269.65,274.41,1009.0,,,65.0,1.6,254.0,,,,,,82.0,803.0,Clouds,broken clouds,04d
2020-10-01,0,1601546400,2020-10-01 10:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,273.97,,267.38,271.57,270.99,275.34,1008.0,,,58.0,2.07,238.0,,,,,,84.0,803.0,Clouds,broken clouds,04d
2020-10-01,0,1601550000,2020-10-01 11:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,275.11,,267.72,272.09,270.99,276.56,1008.0,,,55.0,2.9,247.0,,,,,,95.0,804.0,Clouds,overcast clouds,04d
2020-10-01,0,1601553600,2020-10-01 12:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,273.88,,267.11,270.56,270.99,274.96,1007.0,,,57.0,2.96,244.0,,,,,,95.0,804.0,Clouds,overcast clouds,04d
2020-10-01,0,1601557200,2020-10-01 13:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,274.67,,267.56,271.73,269.88,277.48,1007.0,,,56.0,2.71,244.0,,,,,,99.0,804.0,Clouds,overcast clouds,04d
2020-10-01,0,1601560800,2020-10-01 14:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,273.34,,266.24,270.5,268.77,276.38,1007.0,,,55.0,2.36,245.0,,,,,,100.0,804.0,Clouds,overcast clouds,04d
2020-10-01,0,1601564400,2020-10-01 15:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,273.02,,266.37,270.9,268.54,274.9,1007.0,,,57.0,1.73,243.0,,,,,,98.0,804.0,Clouds,overcast clouds,04d
