date,avalanche,dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2005-10-01,0,1128124800,2005-10-01 00:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,269.86,,268.22,269.86,264.35,274.6,1021.0,,,87.0,1.07,291.0,,,,,,0.0,800.0,Clear,sky is clear,01n
2005-10-01,0,1128128400,2005-10-01 01:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,268.91,,267.93,268.91,263.7,273.93,1020.0,,,92.0,1.17,281.0,,,,,,0.0,800.0,Clear,sky is clear,01n
2005-10-01,0,1128132000,2005-10-01 02:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,268.33,,267.61,265.97,262.43,273.43,1020.0,,,94.0,1.46,275.0,,,,,,0.0,800.0,Clear,sky is clear,01n
2005-10-01,0,1128135600,2005-10-01 03:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,267.91,,267.31,265.13,261.93,273.07,1020.0,,,95.0,1.66,277.0,,,,,,7.0,800.0,Clear,sky is clear,01n
2005-10-01,0,1128139200,2005-10-01 04:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,262.81,,262.24,258.95,261.93,263.98,1020.0,,,95.0,1.83,280.0,,,,,,27.0,802.0,Clouds,scattered clouds,03n
2005-10-01,0,1128142800,2005-10-01 05:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,268.97,,268.12,265.87,264.08,274.11,1019.0,,,93.0,1.97,281.0,,,,,,17.0,801.0,Clouds,few clouds,02n
2005-10-01,0,1128146400,2005-10-01 06:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,269.42,,268.44,267.31,264.08,274.62,1019.0,,,92.0,1.41,283.0,,,,,,23.0,801.0,Clouds,few clouds,02d
2005-10-01,0,1128150000,2005-10-01 07:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,271.97,,269.89,269.75,266.91,276.82,1019.0,,,84.0,1.69,284.0,,,,,,44.0,802.0,Clouds,scattered clouds,03d
2005-10-01,0,1128153600,2005-10-01 08:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,274.92,,271.54,274.92,269.4,279.47,1019.0,,,77.0,1.33,286.0,,,,,,76.0,803.0,Clouds,broken clouds,04d
2005-10-01,0,1128157200,2005-10-01 09:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,277.2,,272.68,276.08,271.74,281.61,1019.0,,,72.0,1.45,285.0,,,,,,64.0,803.0,Clouds,broken clouds,04d
