date,avalanche,dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2014-10-01,0,1412121600,2014-10-01 00:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,275.01,,275.01,275.01,269.6,279.63,1026.0,,,100.0,0.48,259.0,,0.14,,,,100.0,500.0,Rain,light rain,10n
2014-10-01,0,1412125200,2014-10-01 01:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,275.03,,275.03,275.03,269.71,279.64,1026.0,,,100.0,0.56,295.0,,,,,,100.0,804.0,Clouds,overcast clouds,04n
2014-10-01,0,1412128800,2014-10-01 02:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,274.8,,274.8,274.8,269.48,279.39,1026.0,,,100.0,0.42,301.0,,,,,,100.0,804.0,Clouds,overcast clouds,04n
2014-10-01,0,1412132400,2014-10-01 03:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,274.98,,274.7,274.98,269.64,279.61,1026.0,,,98.0,0.76,296.0,,,,,,100.0,804.0,Clouds,overcast clouds,04n
2014-10-01,0,1412136000,2014-10-01 04:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,274.95,,274.53,274.95,269.56,279.56,1025.0,,,97.0,0.61,291.0,,0.13,,,,100.0,500.0,Rain,light rain,10n
2014-10-01,0,1412139600,2014-10-01 05:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,274.91,,274.63,274.91,269.51,279.48,1025.0,,,98.0,0.94,281.0,,0.11,,,,100.0,500.0,Rain,light rain,10n
2014-10-01,0,1412143200,2014-10-01 06:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,275.11,,274.83,275.11,269.83,279.51,1025.0,,,98.0,0.65,294.0,,,,,,100.0,804.0,Clouds,overcast clouds,04d
2014-10-01,0,1412146800,2014-10-01 07:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,275.34,,274.77,275.34,269.95,279.79,1026.0,,,96.0,0.72,308.0,,,,,,100.0,804.0,Clouds,overcast clouds,04d
2014-10-01,0,1412150400,2014-10-01 08:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,276.86,,275.22,276.86,271.28,281.52,1026.0,,,89.0,0.7,328.0,,,,,,97.0,804.0,Clouds,overcast clouds,04d
2014-10-01,0,1412154000,2014-10-01 09:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,278.03,,275.22,278.03,272.52,282.82,1026.0,,,82.0,0.91,335.0,,,,,,70.0,803.0,Clouds,broken clouds,04d
2014-10-01,0,1412157600,2014-10-01 10:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,279.27,,275.36,279.27,273.79,283.94,1025.0,,,76.0,0.94,7.0,,,,,,50.0,802.0,Clouds,scattered clouds,03d
2014-10-01,0,1412161200,2014-10-01 11:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,280.3,,275.6,280.3,274.88,284.81,1025.0,,,72.0,0.96,349.0,,,,,,44.0,802.0,Clouds,scattered clouds,03d
2014-10-01,0,1412164800,2014-10-01 12:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,281.09,,275.76,281.09,275.72,285.5,1024.0,,,69.0,1.13,349.0,,,,,,42.0,802.0,Clouds,scattered clouds,03d
2014-10-01,0,1412168400,2014-10-01 13:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,281.11,,275.57,281.11,275.94,285.48,1024.0,,,68.0,1.22,347.0,,,,,,38.0,802.0,Clouds,scattered clouds,03d
2014-10-01,0,1412172000,2014-10-01 14:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,281.04,,275.3,281.04,275.89,285.31,1023.0,,,67.0,1.08,347.0,,,,,,36.0,802.0,Clouds,scattered clouds,03d
2014-10-01,0,1412175600,2014-10-01 15:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,280.76,,275.03,280.76,275.71,285.18,1024.0,,,67.0,1.08,360.0,,,,,,41.0,802.0,Clouds,scattered clouds,03d
2014-10-01,0,1412179200,2014-10-01 16:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,279.43,,274.95,279.43,274.39,284.06,1024.0,,,73.0,0.82,9.0,,0.39,,,,46.0,500.0,Rain,light rain,10d
2014-10-01,0,1412182800,2014-10-01 17:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,278.31,,275.15,278.31,272.9,283.2,1024.0,,,80.0,0.61,359.0,,,,,,29.0,802.0,Clouds,scattered clouds,03d
2014-10-01,0,1412186400,2014-10-01 18:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,276.96,,274.84,276.96,271.15,281.84,1025.0,,,86.0,0.63,346.0,,,,,,24.0,801.0,Clouds,few clouds,02n
2014-10-01,0,1412190000,2014-10-01 19:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,275.88,,274.71,275.88,270.23,280.79,1026.0,,,92.0,0.78,355.0,,,,,,27.0,802.0,Clouds,scattered clouds,03n
2014-10-01,0,1412193600,2014-10-01 20:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,275.07,,274.36,275.07,270.05,279.88,1026.0,,,95.0,0.72,343.0,,,,,,30.0,802.0,Clouds,scattered clouds,03n
2014-10-01,0,1412197200,2014-10-01 21:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,274.6,,274.03,274.6,269.68,279.4,1027.0,,,96.0,0.75,350.0,,,,,,25.0,802.0,Clouds,scattered clouds,03n
2014-10-01,0,1412200800,2014-10-01 22:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,274.85,,273.69,274.85,269.62,279.54,1028.0,,,92.0,0.54,23.0,,,,,,27.0,802.0,Clouds,scattered clouds,03n
2014-10-01,0,1412204400,2014-10-01 23:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,274.29,,273.29,274.29,268.96,279.05,1028.0,,,93.0,0.5,9.0,,,,,,51.0,803.0,Clouds,broken clouds,04n
2014-10-02,0,1412208000,2014-10-02 00:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,273.59,,273.04,273.59,268.32,278.43,1028.0,,,96.0,0.41,317.0,,,,,,51.0,803.0,Clouds,broken clouds,04n
2014-10-02,0,1412211600,2014-10-02 01:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,272.65,,272.28,272.65,267.25,277.59,1027.0,,,97.0,0.53,295.0,,,,,,61.0,803.0,Clouds,broken clouds,04n
2014-10-02,0,1412215200,2014-10-02 02:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,272.8,,272.43,272.8,267.53,277.61,1026.0,,,97.0,0.53,289.0,,,,,,100.0,804.0,Clouds,overcast clouds,04n
2014-10-02,0,1412218800,2014-10-02 03:00:00 +0000 UTC,7200.0,Dent Parrachee,45.291944,6.756111,272.01,,271.52,272.01,266.79,276.91,1026.0,,,96.0,0.59,291.0,,,,,,100.0,804.0,Clouds,overcast clouds,04n
