date,avalanche,dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2010-10-01,0,1285891200,2010-10-01 00:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,275.42,,275.14,275.42,269.66,280.09,1016.0,,,98.0,0.98,274.0,,,,,,100.0,804.0,Clouds,overcast clouds,04n
2010-10-01,0,1285894800,2010-10-01 01:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,274.97,,274.83,274.97,269.29,279.82,1016.0,,,99.0,1.13,280.0,,,,,,99.0,804.0,Clouds,overcast clouds,04n
2010-10-01,0,1285898400,2010-10-01 02:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,274.67,,274.67,274.67,269.04,279.59,1016.0,,,100.0,1.17,279.0,,,,,,97.0,804.0,Clouds,overcast clouds,04n
2010-10-01,0,1285902000,2010-10-01 03:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,273.93,,273.93,273.93,268.16,278.94,1016.0,,,100.0,0.74,277.0,,,,,,99.0,804.0,Clouds,overcast clouds,04n
2010-10-01,0,1285905600,2010-10-01 04:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,274.04,,273.9,274.04,268.3,279.02,1016.0,,,99.0,0.88,279.0,,,,,,89.0,804.0,Clouds,overcast clouds,04n
2010-10-01,0,1285909200,2010-10-01 05:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,273.89,,273.75,273.89,268.14,278.96,1016.0,,,99.0,1.03,276.0,,,,,,90.0,804.0,Clouds,overcast clouds,04n
2010-10-01,0,1285912800,2010-10-01 06:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,271.02,4000.0,270.78,271.02,268.76,271.1,1010.0,,,98.0,1.0,230.0,,,,,,90.0,804.0,Clouds,overcast clouds,04d
2010-10-01,0,1285916400,2010-10-01 07:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,270.8,4000.0,270.19,270.8,269.46,271.1,1010.0,,,95.0,1.0,230.0,,,,,,90.0,804.0,Clouds,overcast clouds,04d
2010-10-01,0,1285920000,2010-10-01 08:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,270.41,,269.29,270.41,269.36,270.92,1016.0,,,91.0,0.71,276.0,,,,,,85.0,804.0,Clouds,overcast clouds,04d
2010-10-01,0,1285923600,2010-10-01 09:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,276.24,,273.47,276.24,270.48,280.74,1015.0,,,82.0,0.57,256.0,,,,,,87.0,804.0,Clouds,overcast clouds,04d
