date,avalanche,dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2008-10-01,0,1222819200,2008-10-01 00:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,273.78,,271.74,271.96,268.04,278.7,1015.0,,,85.0,1.6,277.0,,,,,,96.0,804.0,Clouds,overcast clouds,04n
2008-10-01,0,1222822800,2008-10-01 01:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,273.74,,271.85,272.15,267.94,278.54,1014.0,,,86.0,1.45,275.0,,,,,,97.0,804.0,Clouds,overcast clouds,04n
2008-10-01,0,1222826400,2008-10-01 02:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,273.43,,271.71,271.98,267.62,278.23,1014.0,,,87.0,1.34,282.0,,,,,,97.0,804.0,Clouds,overcast clouds,04n
2008-10-01,0,1222830000,2008-10-01 03:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,273.42,,271.84,271.95,267.73,278.26,1014.0,,,88.0,1.35,283.0,,,,,,95.0,804.0,Clouds,overcast clouds,04n
2008-10-01,0,1222833600,2008-10-01 04:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,273.46,,271.88,271.88,267.77,278.39,1014.0,,,88.0,1.42,282.0,,,,,,96.0,804.0,Clouds,overcast clouds,04n
2008-10-01,0,1222837200,2008-10-01 05:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,273.52,,272.07,272.05,267.94,278.54,1013.0,,,89.0,1.36,285.0,,,,,,98.0,804.0,Clouds,overcast clouds,04n
2008-10-01,0,1222840800,2008-10-01 06:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,273.78,,272.02,271.98,268.01,278.76,1014.0,,,87.0,1.59,284.0,,,,,,87.0,804.0,Clouds,overcast clouds,04d
2008-10-01,0,1222844400,2008-10-01 07:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,267.18,,264.33,264.21,267.1,270.12,1014.0,,,78.0,1.71,285.0,,,,,,60.0,803.0,Clouds,broken clouds,04d
2008-10-01,0,1222848000,2008-10-01 08:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,278.01,,271.56,276.69,270.12,282.45,1013.0,,,62.0,1.7,289.0,,,,,,30.0,802.0,Clouds,scattered clouds,03d
2008-10-01,0,1222851600,2008-10-01 09:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,280.71,,270.98,279.7,275.01,284.9,1013.0,,,49.0,1.79,287.0,,,,,,18.0,801.0,Clouds,few clouds,02d
2008-10-01,0,1222855200,2008-10-01 10:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,282.3,,270.98,281.98,275.47,286.3,1012.0,,,44.0,1.37,286.0,,,,,,15.0,801.0,Clouds,few clouds,02d
2008-10-01,0,1222858800,2008-10-01 11:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,283.21,,270.87,281.34,276.57,287.42,1011.0,,,41.0,1.56,286.0,,,,,,23.0,801.0,Clouds,few clouds,02d
2008-10-01,0,1222862400,2008-10-01 12:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,283.91,,271.13,282.09,278.24,288.3,1011.0,,,40.0,1.87,288.0,,,,,,29.0,802.0,Clouds,scattered clouds,03d
2008-10-01,0,1222866000,2008-10-01 13:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,284.52,,271.31,282.73,278.71,288.63,1010.0,,,39.0,1.87,286.0,,,,,,27.0,802.0,Clouds,scattered clouds,03d
2008-10-01,0,1222869600,2008-10-01 14:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,284.46,,271.26,282.66,278.71,288.58,1010.0,,,39.0,1.76,280.0,,,,,,26.0,802.0,Clouds,scattered clouds,03d
2008-10-01,0,1222873200,2008-10-01 15:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,283.86,,271.39,282.06,277.97,287.97,1010.0,,,41.0,1.47,276.0,,,,,,17.0,801.0,Clouds,few clouds,02d
2008-10-01,0,1222876800,2008-10-01 16:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,282.92,,271.75,282.92,276.07,287.09,1010.0,,,45.0,1.25,278.0,,,,,,3.0,800.0,Clear,sky is clear,01d
2008-10-01,0,1222880400,2008-10-01 17:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,281.54,,274.0,281.54,273.87,286.0,1010.0,,,59.0,1.1,276.0,,,,,,0.0,800.0,Clear,sky is clear,01d
2008-10-01,0,1222884000,2008-10-01 18:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,280.44,,273.65,280.44,272.57,284.94,1011.0,,,62.0,1.16,277.0,,,,,,1.0,800.0,Clear,sky is clear,01n
2008-10-01,0,1222887600,2008-10-01 19:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,279.74,,273.85,279.74,271.77,284.33,1012.0,,,66.0,1.2,277.0,,,,,,13.0,801.0,Clouds,few clouds,02n
2008-10-01,0,1222891200,2008-10-01 20:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,279.04,,274.19,278.32,270.97,283.81,1012.0,,,71.0,1.34,278.0,,,,,,24.0,801.0,Clouds,few clouds,02n
2008-10-01,0,1222894800,2008-10-01 21:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,278.74,,274.48,278.74,270.47,283.57,1012.0,,,74.0,1.16,274.0,,,,,,31.0,802.0,Clouds,scattered clouds,03n
2008-10-01,0,1222898400,2008-10-01 22:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,277.78,,273.55,277.78,270.67,282.7,1012.0,,,74.0,0.95,272.0,,,,,,49.0,802.0,Clouds,scattered clouds,03n
2008-10-01,0,1222902000,2008-10-01 23:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,277.44,,273.59,277.44,270.77,282.46,1012.0,,,76.0,0.81,272.0,,,,,,35.0,802.0,Clouds,scattered clouds,03n
2008-10-02,0,1222905600,2008-10-02 00:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,277.16,,273.85,277.16,270.87,282.27,1012.0,,,79.0,1.03,275.0,,,,,,35.0,802.0,Clouds,scattered clouds,03n
2008-10-02,0,1222909200,2008-10-02 01:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,276.93,,274.15,276.93,270.97,282.26,1012.0,,,82.0,1.1,277.0,,,,,,42.0,802.0,Clouds,scattered clouds,03n
2008-10-02,0,1222912800,2008-10-02 02:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,276.65,,274.37,276.65,270.57,282.04,1011.0,,,85.0,1.28,285.0,,,,,,24.0,801.0,Clouds,few clouds,02n
