date,avalanche,dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2012-10-01,0,1349049600,2012-10-01 00:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,273.11,,273.11,273.11,270.06,273.46,1018.0,,,100.0,0.22,246.0,,,,,,100.0,804.0,Clouds,overcast clouds,04n
2012-10-01,0,1349053200,2012-10-01 01:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,273.24,,273.11,273.24,270.06,273.46,1018.0,,,99.0,0.25,309.0,,,,,,100.0,804.0,Clouds,overcast clouds,04n
2012-10-01,0,1349056800,2012-10-01 02:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,278.85,,278.71,278.85,270.06,293.97,1018.0,,,99.0,0.39,311.0,,,,,,100.0,804.0,Clouds,overcast clouds,04n
2012-10-01,0,1349060400,2012-10-01 03:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,278.4,,278.26,278.4,270.26,293.97,1017.0,,,99.0,0.41,305.0,,,,,,100.0,804.0,Clouds,overcast clouds,04n
2012-10-01,0,1349064000,2012-10-01 04:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,271.79,,271.67,271.79,270.16,272.37,1017.0,,,99.0,0.43,295.0,,,,,,100.0,804.0,Clouds,overcast clouds,04n
2012-10-01,0,1349067600,2012-10-01 05:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,276.27,,275.99,276.27,270.06,290.08,1017.0,,,98.0,0.43,290.0,,,,,,100.0,804.0,Clouds,overcast clouds,04n
2012-10-01,0,1349071200,2012-10-01 06:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,276.15,,275.87,276.15,270.13,290.08,1017.0,,,98.0,0.6,292.0,,,,,,100.0,804.0,Clouds,overcast clouds,04d
2012-10-01,0,1349074800,2012-10-01 07:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,273.11,,272.49,273.11,270.56,274.02,1017.0,,,95.0,0.57,290.0,,,,,,100.0,804.0,Clouds,overcast clouds,04d
2012-10-01,0,1349078400,2012-10-01 08:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,275.59,,274.87,275.59,271.16,276.79,1017.0,,,95.0,0.31,297.0,,,,,,100.0,804.0,Clouds,overcast clouds,04d
2012-10-01,0,1349082000,2012-10-01 09:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,284.1,,282.02,283.52,271.96,297.3,1018.0,,,87.0,0.19,129.0,,,,,,68.0,803.0,Clouds,broken clouds,04d
