date,avalanche,dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2016-10-01,0,1475280000,2016-10-01 00:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,276.0,,272.47,274.69,270.59,282.01,1019.0,,,77.0,1.47,218.0,,,,,,95.0,804.0,Clouds,overcast clouds,04n
2016-10-01,0,1475283600,2016-10-01 01:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,275.87,,272.51,274.4,270.46,281.93,1018.0,,,78.0,1.57,229.0,,,,,,96.0,804.0,Clouds,overcast clouds,04n
2016-10-01,0,1475287200,2016-10-01 02:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,275.5,,272.5,273.92,269.97,281.38,1018.0,,,80.0,1.61,230.0,,,,,,99.0,804.0,Clouds,overcast clouds,04n
2016-10-01,0,1475290800,2016-10-01 03:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,275.61,,272.74,274.21,269.36,281.39,1017.0,,,81.0,1.49,230.0,,,,,,95.0,804.0,Clouds,overcast clouds,04n
2016-10-01,0,1475294400,2016-10-01 04:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,275.58,,273.01,274.32,268.86,281.27,1017.0,,,83.0,1.4,225.0,,,,,,99.0,804.0,Clouds,overcast clouds,04n
2016-10-01,0,1475298000,2016-10-01 05:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,275.45,,273.19,274.22,268.16,281.13,1017.0,,,85.0,1.37,218.0,,,,,,99.0,804.0,Clouds,overcast clouds,04n
2016-10-01,0,1475301600,2016-10-01 06:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,275.74,,273.31,275.74,269.46,281.32,1017.0,,,84.0,0.8,215.0,,,,,,100.0,804.0,Clouds,overcast clouds,04d
2016-10-01,0,1475305200,2016-10-01 07:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,276.57,,273.45,276.57,270.47,281.73,1017.0,,,80.0,1.0,217.0,,,,,,100.0,804.0,Clouds,overcast clouds,04d
2016-10-01,0,1475308800,2016-10-01 08:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,274.4,,270.12,274.4,272.07,276.12,1017.0,,,71.0,0.92,200.0,,,,,,100.0,804.0,Clouds,overcast clouds,04d
2016-10-01,0,1475312400,2016-10-01 09:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,275.59,,270.09,275.59,273.56,276.12,1017.0,,,65.0,1.33,189.0,,,,,,100.0,804.0,Clouds,overcast clouds,04d
2016-10-01,0,1475316000,2016-10-01 10:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,280.44,,275.54,279.82,273.56,284.23,1017.0,,,71.0,1.41,186.0,,,,,,100.0,804.0,Clouds,overcast clouds,04d
2016-10-01,0,1475319600,2016-10-01 11:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,280.31,,275.99,279.61,274.86,284.2,1016.0,,,74.0,1.46,188.0,,0.12,,,,100.0,500.0,Rain,light rain,10d
2016-10-01,0,1475323200,2016-10-01 12:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,280.27,,276.33,279.47,275.3,284.13,1015.0,,,76.0,1.54,187.0,,0.25,,,,100.0,500.0,Rain,light rain,10d
2016-10-01,0,1475326800,2016-10-01 13:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,279.99,,276.79,279.22,274.9,284.04,1015.0,,,80.0,1.48,195.0,,0.42,,,,100.0,500.0,Rain,light rain,10d
2016-10-01,0,1475330400,2016-10-01 14:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,279.59,,276.74,279.59,271.96,283.55,1015.0,,,82.0,1.23,200.0,,0.33,,,,98.0,500.0,Rain,light rain,10d
2016-10-01,0,1475334000,2016-10-01 15:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,279.22,,277.39,279.22,272.06,283.48,1015.0,,,88.0,1.05,203.0,,0.15,,,,97.0,500.0,Rain,light rain,10d
2016-10-01,0,1475337600,2016-10-01 16:00:00 +0000 UTC,7200.0,Custom location,45.177398,6.719504,279.38,,276.88,279.38,272.06,283.46,1015.0,,,84.0,0.72,196.0,,,,,,98.0,804.0,Clouds,overcast clouds,04d
