,test_loss,test_accuracy,test_macro_f1,test_precision_0,test_precision_1,test_recall_0,test_recall_1,test_f1_0,test_f1_1
0,0.7039186358451843,0.7416173815727234,0.7383097410202026,0.7133443355560303,0.7837837934494019,0.8310940265655518,0.6470588445663452,0.7677305340766907,0.7088888883590698
1,0.4592466354370117,0.8185404539108276,0.8184019923210144,0.8623656034469604,0.7814207673072815,0.7696737051010132,0.8701825737953186,0.8133874535560608,0.823416531085968
2,0.4378095269203186,0.8224852085113525,0.821942150592804,0.8901602029800415,0.7712305188179016,0.7466410994529724,0.9026369452476501,0.81210857629776,0.8317757248878479
3,0.49260565638542175,0.7889546155929565,0.7887170314788818,0.7912713289260864,0.7864476442337036,0.8003838658332825,0.7768762707710266,0.7958014607429504,0.781632661819458
4,0.4668532609939575,0.7731755375862122,0.7729494571685791,0.7771428823471069,0.768916130065918,0.7831094264984131,0.7626774907112122,0.7801147699356079,0.7657841444015503
